business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
79829,Aracely Restaurant,401 13th St,San Francisco,CA,94130,,,,,79829_20180912,09-12-2018 00:00,,Reinspection/Followup,,,,,,,,
100707,WOOPS!,1865 Market St,San Francisco,CA,94103,,,,,100707_20190520,05/20/2019 12:00:00 AM,,New Ownership,,,,,,,,
240,MIKI RESTAURANT,3639 BALBOA St,San Francisco,CA,94121,37.775663,-122.497949,POINT (-122.497949 37.775663),,240_20161222,12/22/2016 12:00:00 AM,,Non-inspection site visit,,,,8,8,8,4,29
69282,New Jumbo Seafood Restaurant,1532 NORIEGA St,San Francisco,CA,94122,37.754132,-122.480058,POINT (-122.480058 37.754132),14155681800,69282_20181203,12-03-2018 00:00,,Complaint,,,,39,39,10,7,35
102105,Porkie,428 11th St,San Francisco,CA,94103,,,,,102105_20190827,08/27/2019 12:00:00 AM,,New Ownership,,,,,,,,
97801,AMSTERDAM,930 Geary St,San Francisco,CA,94109,,,,,97801_20190404,04-04-2019 00:00,94,Routine - Unscheduled,97801_20190404_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
4480,STARBUCKS COFFEE #545,3995 24th St,San Francisco,CA,94114,37.751413,-122.431629,POINT (-122.431629 37.751413),14155821118,4480_20171201,12-01-2017 00:00,,Reinspection/Followup,,,,84,84,3,5,22
1065,UNIVERSAL CAFE,2814 19th St,San Francisco,CA,94110,37.760487,-122.410662,POINT (-122.410662 37.760487),,1065_20190917,09/17/2019 12:00:00 AM,,Complaint,,,,53,53,3,2,20
96530,THE CLIFT ROYAL SONESTA HOTEL,495 GEARY ST,San Francisco,CA,94102,,,,14157425400,96530_20180927,09/27/2018 12:00:00 AM,,New Ownership,,,,,,,,
98280,TY PHO,4845 MISSION ST,San Francisco,CA,94112,,,,14155581683,98280_20190115,01/15/2019 12:00:00 AM,76,Routine - Unscheduled,98280_20190115_103103,High risk food holding temperature,High Risk,,,,,
61976,DELICA,1 Ferry Building  #45,San Francisco,CA,94111,37.795225,-122.39377,POINT (-122.39377 37.795225),14155830344,61976_20171113,11/13/2017 12:00:00 AM,,Reinspection/Followup,,,,108,108,6,3,8
97795,SUSHI NAGAI,125 ELLIS St,San Francisco,CA,94102,,,,14155863033,97795_20190225,02/25/2019 12:00:00 AM,,New Construction,,,,,,,,
93131,Nucha,601 Mission Blvd,San Francisco,CA,94158,,,,14155931043,93131_20190917,09/17/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
4502,LA LOMA PRODUCE #7,2695 San Bruno Ave,San Francisco,CA,94134,37.727739,-122.403579,POINT (-122.403579 37.727739),,4502_20170421,04/21/2017 12:00:00 AM,,Non-inspection site visit,,,,91,91,2,2,25
93250,Joe & The Juice 2213 Fillmore,2213 Fillmore St,San Francisco,CA,94115,,,,,93250_20171011,10-11-2017 00:00,,New Ownership - Followup,,,,,,,,
3456,"CANTON DIM SUM HOUSE, INC.",655 Folsom St,San Francisco,CA,94107,37.784557,-122.397932,POINT (-122.397932 37.784557),,3456_20180209,02-09-2018 00:00,,Reinspection/Followup,,,,32,32,1,10,8
94388,Foundation Cafe,335 Kearny St,San Francisco,CA,94108,,,,,94388_20180502,05-02-2018 00:00,,New Ownership,,,,,,,,
88780,Commissary: Sabella and LaTorre Seafoods,Pier 45  Shed B,San Francisco,CA,94133,,,,,88780_20161202,12-02-2016 00:00,,Reinspection/Followup,,,,,,,,
3614,"Taqueria ""Los Coyotes"" #2",3036 16th St,San Francisco,CA,94103,37.765028,-122.420402,POINT (-122.420402 37.765028),,3614_20180205,02-05-2018 00:00,,Reinspection/Followup,,,,53,53,3,2,20
59464,Beckmann's Old World Bakery Ltd,1322 Grove St,San Francisco,CA,94117,,,,,59464_20180923,09/23/2018 12:00:00 AM,100,Routine - Unscheduled,,,,,,,,
94665,94665 Tony's Pizza,24 Willie Mays Pl Rm. 5314,San Francisco,CA,94107,,,,,94665_20180928,09/28/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,
95754,Fools Errand,639 Divisadero St A,San Francisco,CA,94117,,,,,95754_20190327,03/27/2019 12:00:00 AM,84,Routine - Unscheduled,95754_20190327_103156,Permit license or inspection report not posted,Low Risk,,,,,
20367,Manila Oriental Market,4175 MISSION St,San Francisco,CA,94112,37.730569,-122.429418,POINT (-122.429418 37.730569),,20367_20180503,05-03-2018 00:00,,Non-inspection site visit,,,,94,94,9,1,7
70258,Jimmy John's - Galleria,50 Post St Space 64A,San Francisco,CA,94104,37.789064,-122.402861,POINT (-122.402861 37.789064),,70258_20190419,04/19/2019 12:00:00 AM,,Reinspection/Followup,,,,19,19,6,3,8
94407,Boug Creole Deli,103 Horne Ave,San Francisco,CA,94124,,,,,94407_20180416,04/16/2018 12:00:00 AM,,New Ownership,,,,,,,,
95400,San Marcos Restaurante,98 Leland Ave,San Francisco,CA,94134,,,,,95400_20180502,05-02-2018 00:00,,Reinspection/Followup,,,,,,,,
77484,Ming Kee Restaurant,1548 Ocean Ave,San Francisco,CA,94112,,,,14155338198,77484_20170323,03/23/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,
5257,LITTLE BAOBAB,3388 19th St,San Francisco,CA,94110,37.760295,-122.418953,POINT (-122.418953 37.760295),14155776209,5257_20180131,01/31/2018 12:00:00 AM,,Non-inspection site visit,,,,53,53,3,2,20
18514,Yucatasia Deli & Sandwich,2164 Mission St,San Francisco,CA,94110,37.762366,-122.419491,POINT (-122.419491 37.762366),,18514_20181212,12-12-2018 00:00,,Complaint,,,,53,53,3,2,20
97283,PICCOLO PETE,2155 Bayshore Blvd,San Francisco,CA,94134,,,,14155793720,97283_20180823,08/23/2018 12:00:00 AM,,New Ownership,97283_20180823_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
97297,BITEUNITE OF USA LLC,600 South Van Ness Ave 2,San Francisco,CA,94110,,,,14156342901,97297_20190222,02/22/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
68070,Per Diem,564 Market St #140,San Francisco,CA,94104,37.789575,-122.401091,POINT (-122.401091 37.789575),,68070_20171128,11/28/2017 12:00:00 AM,,Reinspection/Followup,,,,108,108,6,3,8
96779,SORABOL KOREAN BBQ AND ASIAN NOODLES,845 Market St  FE-3,San Francisco,CA,94103,,,,14150596750,96779_20190926,09/26/2019 12:00:00 AM,78,Routine - Unscheduled,96779_20190926_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
3165,HAN IL KWAN,1802 BALBOA St,San Francisco,CA,94121,37.776599,-122.478292,POINT (-122.478292 37.776599),14153598244,3165_20181206,12-06-2018 00:00,,Reinspection/Followup,,,,8,8,8,4,29
97356,ASHLEY'S CAFE,4454 CALIFORNIA St,San Francisco,CA,94118,,,,,97356_20181113,11/13/2018 12:00:00 AM,,New Ownership - Followup,,,,,,,,
81475,Coffee Mission,3325 24th St,San Francisco,CA,94110,,,,14155879419,81475_20171013,10/13/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,
1959,EBISU RESTAURANT,1283 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,POINT (-122.48591 37.758941),,1959_20190213,02/13/2019 12:00:00 AM,,Reinspection/Followup,,,,39,39,10,7,35
3456,"CANTON DIM SUM HOUSE, INC.",655 Folsom St,San Francisco,CA,94107,37.784557,-122.397932,POINT (-122.397932 37.784557),,3456_20181003,10-03-2018 00:00,,Reinspection/Followup,,,,32,32,1,10,8
5856,Sanchez School,325 Sanchez St,San Francisco,CA,94114,37.76395,-122.430767,POINT (-122.430767 37.76395),14155246380,5856_20190226,02/26/2019 12:00:00 AM,100,Routine - Unscheduled,,,,37,37,3,5,5
61856,Yoppi Yogurt,101 California St,San Francisco,CA,94111,37.793424,-122.398168,POINT (-122.398168 37.793424),14155264677,61856_20170623,06/23/2017 12:00:00 AM,,Reinspection/Followup,,,,108,108,6,3,8
77772,Happy Donut,6 06th St,San Francisco,CA,94103,,,,,77772_20171205,12-05-2017 00:00,,Complaint,,,,,,,,
71416,The Supremo Pizza LLC,87 06th St,San Francisco,CA,94103,,,,,71416_20190528,05/28/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
64790,Locali Mediterranean,98 Battery St #B,San Francisco,CA,94111,37.792027,-122.399686,POINT (-122.399686 37.792027),,64790_20190409,04-09-2019 00:00,,Reinspection/Followup,,,,108,108,6,3,8
2352,SMILE'S  B.B.Q.,2619 MISSION St,San Francisco,CA,94110,37.755013,-122.418665,POINT (-122.418665 37.755013),14155281596,2352_20180727,07/27/2018 12:00:00 AM,,Non-inspection site visit,,,,53,53,3,2,20
82485,Mona Lisa Restaurant,353 Columbus Ave,San Francisco,CA,94133,,,,,82485_20180418,04/18/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,37.761743,-122.421492,POINT (-122.421492 37.761743),14155588745,1296_20181109,11-09-2018 00:00,,Reinspection/Followup,,,,53,53,3,2,20
95537,Eat Sushi,1516 Folsom St,San Francisco,CA,94103,,,,,95537_20180518,05/18/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,
96537,BROADWAY COFFEE BROS LLC,900 NORTH POINT,San Francisco,CA,94109,,,,14150776205,96537_20190702,07-02-2019 00:00,92,Routine - Unscheduled,96537_20190702_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
4907,JIM GEORGIE'S DONUT,2799 16th St,San Francisco,CA,94103,37.765262,-122.41523,POINT (-122.41523 37.765262),14155867112,4907_20170119,01/19/2017 12:00:00 AM,,Reinspection/Followup,,,,53,53,3,2,20
74216,MDJK Food Service,1390 Wallace St,San Francisco,CA,94124,,,,14155570429,74216_20170127,01/27/2017 12:00:00 AM,,Structural Inspection,,,,,,,,
96584,VAN NESS CAFE & GYROS,826 VAN NESS AVE,San Francisco,CA,94109,,,,14150534055,96584_20190206,02-06-2019 00:00,82,Routine - Unscheduled,96584_20190206_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
89497,RM 212,690 Sacramento St,San Francisco,CA,94111,,,,14155502780,89497_20180802,08-02-2018 00:00,,Reinspection/Followup,,,,,,,,
94977,94977 Portables 2 Carvery/BBQ,24 Willie Mays Pl Promenade Lvl Sect 112,San Francisco,CA,94107,,,,,94977_20180309,03-09-2018 00:00,,New Ownership - Followup,,,,,,,,
97219,CHOMP N' SWIG,5203 Geary Blvd,San Francisco,CA,94118,,,,14155511042,97219_20190528,05/28/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
4449,Universal Bakery Inc.,3458 MISSION St,San Francisco,CA,94110,37.741317,-122.422687,POINT (-122.422687 37.741317),,4449_20190426,04/26/2019 12:00:00 AM,,Reinspection/Followup,,,,83,83,9,2,2
90238,USA Power Market,1524 Ocean Ave,San Francisco,CA,94112,,,,14155331878,90238_20170406,04-06-2017 00:00,,Non-inspection site visit,,,,,,,,
72046,Palmer's,2298 Fillmore St,San Francisco,CA,94115,,,,,72046_20161012,10-12-2016 00:00,,Reinspection/Followup,,,,,,,,
100870,TOP SF BBQ,2311 CLEMENT ST,San Francisco,CA,94121,,,,14155578201,100870_20190705,07-05-2019 00:00,,New Ownership,,,,,,,,
75259,The Battery - Prep Kitchen,717 Battery St Basement,San Francisco,CA,94111,,,,,75259_20190225,02/25/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
93973,Tawara,2193 Mission St,San Francisco,CA,94110,,,,14155283306,93973_20180109,01-09-2018 00:00,,New Ownership - Followup,,,,,,,,
62769,Loving Hut Vegan Cuisine,845 Market St FE12,San Francisco,CA,94103,37.784848,-122.406892,POINT (-122.406892 37.784848),,62769_20171116,11/16/2017 12:00:00 AM,,Reinspection/Followup,,,,32,32,5,10,34
87443,Evil Eye,2937 Mission St,San Francisco,CA,94110,,,,14155813779,87443_20180117,01/17/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,
99719,UPFORDAYZ,1198 Valencia St #105,San Francisco,CA,94110,,,,14155267288,99719_20190514,05/14/2019 12:00:00 AM,90,Routine - Unscheduled,99719_20190514_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
97882,MUGUBOKA RESTAURANT,401 Balboa St,San Francisco,CA,94118,,,,14155687041,97882_20181107,11-07-2018 00:00,,New Ownership,,,,,,,,
97156,"NEXT LEVEL BURGER COMPANY, INC.",450 Rhode Island St,San Francisco,CA,94107,,,,14153611707,97156_20180907,09-07-2018 00:00,100,Routine - Unscheduled,,,,,,,,
2357,CHINA EXPRESS,2798 MISSION St,San Francisco,CA,94110,37.752408,-122.418535,POINT (-122.418535 37.752408),14155640881,2357_20180104,01-04-2018 00:00,,Non-inspection site visit,,,,53,53,3,2,20
5960,ST. ANNE,1320 14th Ave,San Francisco,CA,94122,37.763403,-122.471582,POINT (-122.471582 37.763403),,5960_20171129,11/29/2017 12:00:00 AM,,Non-inspection site visit,,,,109,109,10,11,14
5884,Gordon J Lau Elementary School,950 Clay St,San Francisco,CA,94108,37.794008,-122.408734,POINT (-122.408734 37.794008),,5884_20170209,02-09-2017 00:00,100,Routine - Unscheduled,,,,104,104,6,3,6
1963,Spiazzo,033 WEST PORTAL Ave,San Francisco,CA,94127,37.740456,-122.466108,POINT (-122.466108 37.740456),14155669511,1963_20171117,11/17/2017 12:00:00 AM,,Reinspection/Followup,,,,46,46,10,8,41
96433,Your Way to Life Foods,1 United Nations Pl,San Francisco,CA,94102,,,,,96433_20190313,03/13/2019 12:00:00 AM,100,Routine - Unscheduled,,,,,,,,
64161,House of Thai,901 LARKIN ST,San Francisco,CA,94109,37.786119,-122.418182,POINT (-122.418182 37.786119),,64161_20181024,10/24/2018 12:00:00 AM,,Reinspection/Followup,,,,50,50,6,10,36
86567,Poke Bar,1355 Market St,San Francisco,CA,94103,,,,14153557708,86567_20190415,04/15/2019 12:00:00 AM,,Complaint,,,,,,,,
95021,Wing Wings,422 Haight St,San Francisco,CA,94117,,,,14155835001,95021_20180521,05/21/2018 12:00:00 AM,87,Routine - Unscheduled,95021_20180521_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
32887,Mission Beach Cafe,198 GUERRERO St,San Francisco,CA,94103,37.768035,-122.42448,POINT (-122.42448 37.768035),,32887_20170815,08/15/2017 12:00:00 AM,,Non-inspection site visit,,,,37,37,3,5,20
37234,Thorough Bread & Pastry,248 CHURCH,San Francisco,CA,94114,37.766667,-122.428894,POINT (-122.428894 37.766667),,37234_20181206,12-06-2018 00:00,100,Routine - Unscheduled,,,,37,37,3,5,5
85781,Domino's #7764,876 Geary St,San Francisco,CA,94109,,,,,85781_20171106,11-06-2017 00:00,,Complaint,,,,,,,,
89678,Bonito Poke,2277 Shafter Ave,San Francisco,CA,,,,,14155535548,89678_20170125,01/25/2017 12:00:00 AM,,Structural Inspection,,,,,,,,
91459,Kui Shin Bo #2,1424 Lombard St,San Francisco,CA,94109,,,,14155305106,91459_20190911,09-11-2019 00:00,,Complaint,,,,,,,,
101478,The Detour,2200 MARKET ST A,San Francisco,CA,94114,,,,14158228283,101478_20190709,07-09-2019 00:00,,New Ownership,,,,,,,,
98772,BREAKFAST AT THE CAMPER,250 BEACH St,San Francisco,CA,94105,,,,14158306455,98772_20190531,05/31/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
99274,ELDA,3198 16TH ST,San Francisco,CA,94103,,,,,99274_20190521,05/21/2019 12:00:00 AM,,New Ownership - Followup,,,,,,,,
66999,Super Duper Burgers,2201 Chestnut St,San Francisco,CA,94123,37.800344,-122.439697,POINT (-122.439697 37.800344),,66999_20190411,04-11-2019 00:00,,Complaint Reinspection/Followup,,,,17,17,4,6,13
94615,"New Wing Sing Bakery, LLC",1125 Stockton St,San Francisco,CA,94133,,,,,94615_20190416,04/16/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
99789,UJI TIME DESSERT,135 04th St Unit 4534,San Francisco,CA,94103,,,,14150214188,99789_20190614,06/14/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
68963,West of Pecos,550 Valencia St,San Francisco,CA,94110,37.764087,-122.421881,POINT (-122.421881 37.764087),14155257000,68963_20180727,07/27/2018 12:00:00 AM,,Reinspection/Followup,,,,37,37,3,5,20
80280,Fire of Brazil Express,845 Market St Box A,San Francisco,CA,94103,,,,,80280_20161103,11-03-2016 00:00,,Reinspection/Followup,,,,,,,,
97313,TOSAI,3251 20th Ave 159,San Francisco,CA,94132,,,,14150641863,97313_20181206,12-06-2018 00:00,85,Routine - Unscheduled,97313_20181206_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
98971,TAYLOR LANE ORGANIC COFFEE,2001 MARKET St,San Francisco,CA,94114,,,,14157521088,98971_20190104,01-04-2019 00:00,100,Routine - Unscheduled,,,,,,,,
5898,MONROE ELEMENTARY SCHOOL,260 MADRID St,San Francisco,CA,94112,37.725199,-122.430106,POINT (-122.430106 37.725199),14155464736,5898_20190916,09/16/2019 12:00:00 AM,100,Routine - Unscheduled,,,,90,90,9,1,7
5828,GEORGE WASHINGTON HIGH SCHOOL,600 32nd Ave,San Francisco,CA,94121,37.777772,-122.492005,POINT (-122.492005 37.777772),,5828_20161122,11/22/2016 12:00:00 AM,,New Construction,,,,8,8,8,4,29
60555,Farm Fresh Underground,1650 Holloway Ave LC,San Francisco,CA,94132,37.720894,-122.478029,POINT (-122.478029 37.720894),,60555_20190416,04/16/2019 12:00:00 AM,100,Routine - Unscheduled,,,,42,42,10,8,16
86161,Farm:Table,754 Post St,San Francisco,CA,94109,,,,,86161_20190712,07-12-2019 00:00,,Reinspection/Followup,,,,,,,,
65679,Red House Bakery,2818 San Bruno Ave,San Francisco,CA,94134,37.72618,-122.403082,POINT (-122.403082 37.72618),,65679_20190924,09/24/2019 12:00:00 AM,,Reinspection/Followup,,,,91,91,2,2,25
18310,Chef Hunan,4661 MISSION St,San Francisco,CA,94112,37.723782,-122.435446,POINT (-122.435446 37.723782),,18310_20190830,08/30/2019 12:00:00 AM,,Reinspection/Followup,,,,90,90,9,1,7
95584,Altalena Vinoteca,446 Beach St,San Francisco,CA,94133,,,,,95584_20181119,11/19/2018 12:00:00 AM,,New Ownership - Followup,,,,,,,,
101160,Banh Mi & Roll,2609 SAN BRUNO AVE STE      A,San Francisco,CA,94134,,,,14155998133,101160_20190528,05/28/2019 12:00:00 AM,,New Construction,,,,,,,,
94615,"New Wing Sing Bakery, LLC",1125 Stockton St,San Francisco,CA,94133,,,,,94615_20190402,04-02-2019 00:00,88,Routine - Unscheduled,94615_20190402_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
99397,RAMEN COCO LLC,3319 MISSION ST,San Francisco,CA,94110,,,,,99397_20190923,09/23/2019 12:00:00 AM,78,Routine - Unscheduled,99397_20190923_103103,High risk food holding temperature,High Risk,,,,,
90272,"Eclectic Cookery, Inc",103 Horne Ave.,San Francisco,CA,94124,,,,,90272_20190315,03/15/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
99331,VIVE LA TARTE,4026 24TH ST,San Francisco,CA,94114,,,,14155350991,99331_20190729,07/29/2019 12:00:00 AM,96,Routine - Unscheduled,99331_20190729_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,
94710,People's Bistro,1419 Haight  St,San Francisco,CA,94117,,,,,94710_20180621,06/21/2018 12:00:00 AM,85,Routine - Unscheduled,94710_20180621_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
36513,Waterbar,399 Embarcadero,San Francisco,CA,94105,37.788613,-122.393894,POINT (-122.393894 37.788613),,36513_20190820,08/20/2019 12:00:00 AM,,Reinspection/Followup,,,,32,32,1,10,8
90331,Thnasis Deli,2955 Clement St.,San Francisco,CA,94122,,,,,90331_20170404,04-04-2017 00:00,,New Ownership,,,,,,,,
4184,GLENEAGLES GOLF COURSE AT M P,2100 SUNNYDALE Ave,San Francisco,CA,94134,37.714351,-122.424419,POINT (-122.424419 37.714351),,4184_20190812,08-12-2019 00:00,,Reinspection/Followup,,,,73,73,9,9,19
95868,BARBARA PINSERIA & COCKTAIL BAR,431 Columbus Ave,San Francisco,CA,94133,,,,,95868_20180516,05/16/2018 12:00:00 AM,,New Ownership,,,,,,,,
98223,GUSTO MEDITERRANEO,1000 BUSH ST,San Francisco,CA,94109,,,,14155632619,98223_20181211,12-11-2018 00:00,98,Routine - Unscheduled,98223_20181211_103139,Improper food storage,Low Risk,,,,,
3433,Alioto's,Foot of Taylor St #8,San Francisco,CA,94133,37.795202,-122.413169,POINT (-122.413169 37.795202),,3433_20170726,07/26/2017 12:00:00 AM,,New Construction,,,,16,16,6,3,21
91849,Koja Kitchen SF,"845 Market St., Ste. FE 10",San Francisco,CA,94103,,,,,91849_20190605,06-05-2019 00:00,,Reinspection/Followup,,,,,,,,
96573,KKOCHI KOREAN BBQ RESTAURANT,704 POST ST,San Francisco,CA,94109,,,,14155620387,96573_20180626,06/26/2018 12:00:00 AM,,New Ownership,,,,,,,,
13218,"LESLIE A. HENNESSY, INC.",545 02nd St,San Francisco,CA,94107,37.782504,-122.392843,POINT (-122.392843 37.782504),,13218_20170918,09/18/2017 12:00:00 AM,,Reinspection/Followup,,,,31,31,1,10,8
1608,CLADDAGH COFFEE,951 Geneva Ave,San Francisco,CA,94112,37.715997,-122.440048,POINT (-122.440048 37.715997),,1608_20181001,10-01-2018 00:00,,Complaint,,,,90,90,9,1,7
5096,POPEYES-GENEVA & MISSION,890 Geneva Ave,San Francisco,CA,94112,37.716643,-122.441187,POINT (-122.441187 37.716643),14155232089,5096_20170511,05-11-2017 00:00,,Complaint,,,,80,80,9,1,28
98226,SIMPLE,2620 OCEAN AVE,San Francisco,CA,94132,,,,14155610398,98226_20190404,04-04-2019 00:00,,New Ownership,,,,,,,,
75468,Umami Burger,242 King St,San Francisco,CA,94107,,,,,75468_20161220,12/20/2016 12:00:00 AM,,Reinspection/Followup,,,,,,,,
81647,Halal Cart LLC,1 Market St,San Francisco,CA,94105,,,,14150854481,81647_20180509,05-09-2018 00:00,,Structural Inspection,,,,,,,,
90837,Beanstalk - Inner Richmond,4555 California St,San Francisco,CA,94118,,,,,90837_20170619,06/19/2017 12:00:00 AM,,New Ownership,,,,,,,,
101252,BREADCHU,1900 CLEMENT ST,San Francisco,CA,94121,,,,14155706556,101252_20190730,07/30/2019 12:00:00 AM,94,Routine - Unscheduled,101252_20190730_103135,No person in charge of food facility,Low Risk,,,,,
68500,Drip! Mobile Espresso,Treasure Island Flea Market,San Francisco,CA,,0,0,,,68500_20181226,12/26/2018 12:00:00 AM,,Structural Inspection,,,,,,,,
94121,Bon Appetit @ AirBNB,888 Brannan St  1st Fl,San Francisco,CA,94103,,,,14155821630,94121_20190329,03/29/2019 12:00:00 AM,,Complaint,,,,,,,,
71440,"New Garden Restaurant, Inc.",716 Kearny St,San Francisco,CA,94108,,,,,71440_20180214,02/14/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,
2031,KENMORE RESIDENCE CLUB,1570 SUTTER St,San Francisco,CA,94109,37.787017,-122.426234,POINT (-122.426234 37.787017),14155775815,2031_20190718,07/18/2019 12:00:00 AM,,Reinspection/Followup,,,,100,100,4,11,30
66220,Izakaya Kou,1560 Fillmore St,San Francisco,CA,94115,37.784007,-122.432816,POINT (-122.432816 37.784007),,66220_20180320,03/20/2018 12:00:00 AM,,Reinspection/Followup,,,,101,101,4,11,39
91984,Cha Cha Cha,1801 Haight St,San Francisco,CA,94117,,,,,91984_20170830,08/30/2017 12:00:00 AM,,Complaint,,,,,,,,
94910,Ike's Kitchen,800 Van Ness Ave,San Francisco,CA,94109,,,,,94910_20180824,08/24/2018 12:00:00 AM,77,Routine - Unscheduled,94910_20180824_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
5867,MALCOLM X ELEMENTARY SCHOOL,350 Harbor Rd,San Francisco,CA,94124,37.733741,-122.380619,POINT (-122.380619 37.733741),14155695950,5867_20190215,02/15/2019 12:00:00 AM,100,Routine - Unscheduled,,,,86,86,2,9,1
82933,San Francisco Giants,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,82933_20170919,09/19/2017 12:00:00 AM,100,Routine - Unscheduled,,,,,,,,
79430,City Discount Meat & Grocery Market,2298 Mission St,San Francisco,CA,94110,,,,14155436828,79430_20180412,04-12-2018 00:00,,Reinspection/Followup,,,,,,,,
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,POINT (-122.390043 37.737021),14155577698,19373_20190708,07-08-2019 00:00,,Reinspection/Followup,,,,86,86,2,9,1
3285,Wing Lum Cafe,1150 Polk St,San Francisco,CA,94109,37.787438,-122.419952,POINT (-122.419952 37.787438),,3285_20190815,08/15/2019 12:00:00 AM,,Reinspection/Followup,,,,50,50,4,3,21
82578,Trestle,531 Jackson St,San Francisco,CA,94133,,,,,82578_20190524,05/24/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
78911,Samovar Tea Mission LLC,411 Valencia St,San Francisco,CA,94103,,,,14155624700,78911_20180627,06/27/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,
76633,Whole Foods Market,2001 Market St,San Francisco,CA,94114,,,,14155621430,76633_20180405,04-05-2018 00:00,,Non-inspection site visit,,,,,,,,
96110,Ambrosia INC,2605 Ocean Ave,San Francisco,CA,94132,,,,,96110_20190715,07/15/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,
99757,CAFE GUATEMALTECO,888 Geneva Ave,San Francisco,CA,94112,,,,14155259565,99757_20190725,07/25/2019 12:00:00 AM,100,Routine - Unscheduled,,,,,,,,
76401,Bun Mee,650 Market St,San Francisco,CA,94104,,,,,76401_20170104,01-04-2017 00:00,,Reinspection/Followup,,,,,,,,
5970,"Heritage, The",3400 LAGUNA St,San Francisco,CA,94123,37.802798,-122.431547,POINT (-122.431547 37.802798),,5970_20190913,09/13/2019 12:00:00 AM,100,Routine - Unscheduled,,,,17,17,4,6,13
96198,El Rancho Grande Taqueria,855 Divisadero St,San Francisco,CA,94117,,,,,96198_20190123,01/23/2019 12:00:00 AM,,Complaint,,,,,,,,
92894,The Civic Kitchen,2961 Mission St.,San Francisco,CA,94110,,,,,92894_20180516,05/16/2018 12:00:00 AM,100,Routine - Unscheduled,,,,,,,,
5898,MONROE ELEMENTARY SCHOOL,260 MADRID St,San Francisco,CA,94112,37.725199,-122.430106,POINT (-122.430106 37.725199),14155464736,5898_20170210,02-10-2017 00:00,100,Routine - Unscheduled,,,,90,90,9,1,7
61499,The Plant Cafe Organic,101 California St,San Francisco,CA,94111,37.793424,-122.398168,POINT (-122.398168 37.793424),,61499_20190322,03/22/2019 12:00:00 AM,,Reinspection/Followup,,,,108,108,6,3,8
97219,CHOMP N' SWIG,5203 Geary Blvd,San Francisco,CA,94118,,,,14155511042,97219_20190508,05-08-2019 00:00,83,Routine - Unscheduled,97219_20190508_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
8251,Hog Island Oyster Co,1 Ferry Building #11A,San Francisco,CA,94111,37.795225,-122.39377,POINT (-122.39377 37.795225),,8251_20190115,01/15/2019 12:00:00 AM,,Foodborne Illness Investigation,,,,108,108,6,3,8
88133,Four Fabulous Animals,124 Ellis St,San Francisco,CA,94102,,,,14155562510,88133_20170113,01/13/2017 12:00:00 AM,,New Ownership,,,,,,,,
95116,95116 Dog House Food Cart,"24 Willie Mays Pl Club Level, Rm 232",San Francisco,CA,94107,,,,,95116_20190412,04-12-2019 00:00,100,Routine - Unscheduled,,,,,,,,
